".colorLevels",".ci",".y",".sids",".axisIndex","js0.Test Condition","js0.Supergroup",".ri",".colorHash",".xLevels",".nXLevels",".nValuesPerXLevel",".xSeqPerLevels",".xs",".ys",".y0s"
1,3,25.092445853143158,22866,0,"Control","Sgroup2",31,-571668846,2,6,1,0,27306,31264,15603
1,3,27.394158931401403,19479,0,"Control","Sgroup2",31,-571668846,3,6,1,0,38228,32700,15603
1,3,38.89517772243604,55122,0,"Control","Sgroup2",31,-571668846,4,6,1,0,49151,39879,15603
1,3,49.16610067164742,52754,0,"Control","Sgroup2",31,-571668846,5,6,1,0,60073,46289,15603
3,4,-5.327899781148593,21497,0,"T01","Sgroup2",28,-1197865617,0,3,1,0,10922,1938,2047
3,4,2005.2750735793525,55033,0,"T01","Sgroup2",28,-1197865617,1,3,1,0,32767,43114,2047
3,4,2322.9039317787337,51385,0,"T01","Sgroup2",28,-1197865617,2,3,1,0,54612,49619,2047
5,5,1040.2912987699042,55036,0,"T02","Sgroup2",28,-1197865617,0,3,1,0,10922,23352,2047
5,5,1043.309938872538,51388,0,"T02","Sgroup2",28,-1197865617,1,3,1,0,32767,23414,2047
5,5,1325.8546524790581,21500,0,"T02","Sgroup2",28,-1197865617,2,3,1,0,54612,29200,2047
3,4,-0.6791940230925968,21499,0,"T01","Sgroup2",29,-1197865617,0,3,1,0,10922,3956,4095
3,4,157.58055995773904,55035,0,"T01","Sgroup2",29,-1197865617,1,3,1,0,32767,36367,4095
3,4,227.74130254320428,51387,0,"T01","Sgroup2",29,-1197865617,2,3,1,0,54612,50735,4095
5,5,65.79880763715946,55038,0,"T02","Sgroup2",29,-1197865617,0,3,1,0,10922,17571,4095
5,5,102.15078107312657,51390,0,"T02","Sgroup2",29,-1197865617,1,3,1,0,32767,25015,4095
5,5,120.14942268508038,21502,0,"T02","Sgroup2",29,-1197865617,2,3,1,0,54612,28701,4095
3,4,-47.45302241340276,22865,0,"T01","Sgroup2",30,-1197865617,0,3,1,0,10922,1644,7864
3,4,243.68726888536716,55121,0,"T01","Sgroup2",30,-1197865617,1,3,1,0,32767,39803,7864
3,4,271.8662742434533,52753,0,"T01","Sgroup2",30,-1197865617,2,3,1,0,54612,43497,7864
5,5,88.42351520639951,55124,0,"T02","Sgroup2",30,-1197865617,0,3,1,0,10922,19453,7864
5,5,111.46328578975171,52756,0,"T02","Sgroup2",30,-1197865617,1,3,1,0,32767,22473,7864
5,5,162.38019772092673,22868,0,"T02","Sgroup2",30,-1197865617,2,3,1,0,54612,29146,7864
3,4,-23.771790808240887,22867,0,"T01","Sgroup2",31,-1197865617,0,3,1,0,10922,766,15603
3,4,20.14942268508037,52755,0,"T01","Sgroup2",31,-1197865617,1,3,1,0,32767,28179,15603
3,4,45.317334540789375,55123,0,"T01","Sgroup2",31,-1197865617,2,3,1,0,54612,43887,15603
5,5,7.9541166704399675,22870,0,"T02","Sgroup2",31,-1197865617,0,3,1,0,10922,20567,15603
5,5,13.508414459286092,55126,0,"T02","Sgroup2",31,-1197865617,1,3,1,0,32767,24034,15603
5,5,36.07274922647347,52758,0,"T02","Sgroup2",31,-1197865617,2,3,1,0,54612,38117,15603
0,0,113.65934646441778,22877,0,"Control","Sgroup1",32,2081445078,0,6,1,0,5461,33290,65535
0,0,116.25537695268282,19480,0,"Control","Sgroup1",32,2081445078,1,6,1,0,16384,34464,65535
0,0,121.09274771715342,55133,0,"Control","Sgroup1",32,2081445078,2,6,1,0,27306,36650,65535
0,0,123.80952380952381,7256,0,"Control","Sgroup1",32,2081445078,3,6,1,0,38228,37878,65535
0,0,175.39808316353484,52765,0,"Control","Sgroup1",32,2081445078,4,6,1,0,49151,61194,65535
0,0,184.64266847785075,3352,0,"Control","Sgroup1",32,2081445078,5,6,1,0,60073,65372,65535
2,1,70.77956380650518,7257,0,"T01","Sgroup1",32,11286501,0,3,1,0,10922,13911,65535
2,1,76.60553920458834,19481,0,"T01","Sgroup1",32,11286501,1,3,1,0,32767,16544,65535
2,1,122.9416647800166,3353,0,"T01","Sgroup1",32,11286501,2,3,1,0,54612,37486,65535
0,0,220.64749830201492,55135,0,"Control","Sgroup1",33,2081445078,0,6,1,0,5461,43790,9362
0,0,226.058410685986,19482,0,"Control","Sgroup1",33,2081445078,1,6,1,0,16384,44634,9362
0,0,265.73088823485017,3354,0,"Control","Sgroup1",33,2081445078,2,6,1,0,27306,50824,9362
0,0,328.1940985585993,7258,0,"Control","Sgroup1",33,2081445078,3,6,1,0,38228,60571,9362
0,0,338.8574447211531,52767,0,"Control","Sgroup1",33,2081445078,4,6,1,0,49151,62235,9362
0,0,340.25356576862123,22879,0,"Control","Sgroup1",33,2081445078,5,6,1,0,60073,62452,9362
2,1,-53.022413402762055,7259,0,"T01","Sgroup1",33,11286501,0,3,1,0,10922,1088,9362
2,1,180.55995773903857,19483,0,"T01","Sgroup1",33,11286501,1,3,1,0,32767,37535,9362
2,1,185.30676930043015,3355,0,"T01","Sgroup1",33,11286501,2,3,1,0,54612,38276,9362
4,2,78.4544562674515,7260,0,"T02","Sgroup1",32,11286501,0,3,1,0,10922,17379,65535
4,2,103.25258471058787,3356,0,"T02","Sgroup1",32,11286501,1,3,1,0,32767,28587,65535
4,2,123.24352879027998,19484,0,"T02","Sgroup1",32,11286501,2,3,1,0,54612,37622,65535
1,3,110.45204135536942,7261,0,"Control","Sgroup2",32,-571668846,0,6,1,0,5461,31841,65535
1,3,125.84710587880159,3357,0,"Control","Sgroup2",32,-571668846,1,6,1,0,16384,38799,65535
1,3,132.2919024979247,52760,0,"Control","Sgroup2",32,-571668846,2,6,1,0,27306,41712,65535
1,3,144.10987849973586,22872,0,"Control","Sgroup2",32,-571668846,3,6,1,0,38228,47053,65535
1,3,162.4933967247755,19485,0,"Control","Sgroup2",32,-571668846,4,6,1,0,49151,55361,65535
1,3,164.60644479661912,55128,0,"Control","Sgroup2",32,-571668846,5,6,1,0,60073,56316,65535
4,2,143.47596407818278,3358,0,"T02","Sgroup1",33,11286501,0,3,1,0,10922,31749,9362
4,2,213.43294845672025,7262,0,"T02","Sgroup1",33,11286501,1,3,1,0,32767,42664,9362
4,2,214.07440947852993,19486,0,"T02","Sgroup1",33,11286501,2,3,1,0,54612,42764,9362
1,3,130.6769300430156,55130,0,"Control","Sgroup2",33,-571668846,0,6,1,0,5461,29751,9362
1,3,153.241264810203,52762,0,"Control","Sgroup2",33,-571668846,1,6,1,0,16384,33272,9362
1,3,165.51958342766585,3359,0,"Control","Sgroup2",33,-571668846,2,6,1,0,27306,35188,9362
1,3,205.8486151988529,22874,0,"Control","Sgroup2",33,-571668846,3,6,1,0,38228,41481,9362
1,3,231.05426005584485,19487,0,"Control","Sgroup2",33,-571668846,4,6,1,0,49151,45414,9362
1,3,240.33657837144364,7263,0,"Control","Sgroup2",33,-571668846,5,6,1,0,60073,46862,9362
0,0,46.72854878877066,55157,0,"Control","Sgroup1",34,2081445078,0,6,1,0,5461,25723,7709
0,0,55.30903328050714,3376,0,"Control","Sgroup1",34,2081445078,1,6,1,0,16384,29031,7709
0,0,99.51701758357859,19504,0,"Control","Sgroup1",34,2081445078,2,6,1,0,27306,46073,7709
0,0,124.51890423364273,7280,0,"Control","Sgroup1",34,2081445078,3,6,1,0,38228,55711,7709
0,0,133.793675948985,52789,0,"Control","Sgroup1",34,2081445078,4,6,1,0,49151,59286,7709
0,0,142.60055844841898,22901,0,"Control","Sgroup1",34,2081445078,5,6,1,0,60073,62681,7709
2,1,-10.90483737076447,7281,0,"T01","Sgroup1",34,11286501,0,3,1,0,10922,3506,7709
2,1,-2.1130480718436346,3377,0,"T01","Sgroup1",34,11286501,1,3,1,0,32767,6895,7709
2,1,27.779035544487208,19505,0,"T01","Sgroup1",34,11286501,2,3,1,0,54612,18418,7709
0,0,223.29635499207606,19506,0,"Control","Sgroup1",35,2081445078,0,6,1,0,5461,31610,65535
0,0,273.07373028450684,3378,0,"Control","Sgroup1",35,2081445078,1,6,1,0,16384,40195,65535
0,0,311.22934118179757,7282,0,"Control","Sgroup1",35,2081445078,2,6,1,0,27306,46775,65535
0,0,364.74228360123766,55159,0,"Control","Sgroup1",35,2081445078,3,6,1,0,38228,56004,65535
0,0,406.74666062938644,52791,0,"Control","Sgroup1",35,2081445078,4,6,1,0,49151,63248,65535
0,0,407.8258244660781,22903,0,"Control","Sgroup1",35,2081445078,5,6,1,0,60073,63434,65535
2,1,67.92694890951626,7283,0,"T01","Sgroup1",35,11286501,0,3,1,0,10922,4816,65535
2,1,165.5422232284356,19507,0,"T01","Sgroup1",35,11286501,1,3,1,0,32767,21650,65535
2,1,195.81918345785223,3379,0,"T01","Sgroup1",35,11286501,2,3,1,0,54612,26872,65535
4,2,-8.595577692249641,19508,0,"T02","Sgroup1",34,11286501,0,3,1,0,10922,4396,7709
4,2,24.05101501773451,3380,0,"T02","Sgroup1",34,11286501,1,3,1,0,32767,16981,7709
4,2,36.97079465700702,7284,0,"T02","Sgroup1",34,11286501,2,3,1,0,54612,21961,7709
1,3,27.250773526526302,55152,0,"Control","Sgroup2",34,-571668846,0,6,1,0,5461,18214,7709
1,3,28.578975171685155,7285,0,"Control","Sgroup2",34,-571668846,1,6,1,0,16384,18726,7709
1,3,30.035469021205945,3381,0,"Control","Sgroup2",34,-571668846,2,6,1,0,27306,19288,7709
1,3,35.84635121877594,22896,0,"Control","Sgroup2",34,-571668846,3,6,1,0,38228,21528,7709
1,3,46.04935476567806,52784,0,"Control","Sgroup2",34,-571668846,4,6,1,0,49151,25461,7709
1,3,60.04829824164214,19509,0,"Control","Sgroup2",34,-571668846,5,6,1,0,60073,30858,7709
4,2,173.79065730888234,7286,0,"T02","Sgroup1",35,11286501,0,3,1,0,10922,23073,65535
4,2,187.20851256508945,19510,0,"T02","Sgroup1",35,11286501,1,3,1,0,32767,25387,65535
4,2,236.9028752546978,3382,0,"T02","Sgroup1",35,11286501,2,3,1,0,54612,33957,65535
1,3,190.64221568183532,3383,0,"Control","Sgroup2",35,-571668846,0,6,1,0,5461,25979,65535
1,3,220.3758206927779,52786,0,"Control","Sgroup2",35,-571668846,1,6,1,0,16384,31107,65535
1,3,224.52645083389933,55154,0,"Control","Sgroup2",35,-571668846,2,6,1,0,27306,31823,65535
1,3,254.0713908384273,22898,0,"Control","Sgroup2",35,-571668846,3,6,1,0,38228,36918,65535
1,3,257.5881065579956,7287,0,"Control","Sgroup2",35,-571668846,4,6,1,0,49151,37524,65535
1,3,277.84318164666814,19511,0,"Control","Sgroup2",35,-571668846,5,6,1,0,60073,41017,65535
3,4,76.49234020073956,22873,0,"T01","Sgroup2",32,-1197865617,0,3,1,0,10922,16493,65535
3,4,88.74801901743264,52761,0,"T01","Sgroup2",32,-1197865617,1,3,1,0,32767,22032,65535
3,4,92.64961135008679,55129,0,"T01","Sgroup2",32,-1197865617,2,3,1,0,54612,23795,65535
5,5,40.37431137272659,22876,0,"T02","Sgroup2",32,-1197865617,0,3,1,0,10922,169,65535
5,5,84.81624028375217,52764,0,"T02","Sgroup2",32,-1197865617,1,3,1,0,32767,20255,65535
5,5,101.32065504490227,55132,0,"T02","Sgroup2",32,-1197865617,2,3,1,0,54612,27714,65535
3,4,-47.558674816994944,22875,0,"T01","Sgroup2",33,-1197865617,0,3,1,0,10922,1941,9362
3,4,53.022413402762055,55131,0,"T01","Sgroup2",33,-1197865617,1,3,1,0,32767,17635,9362
3,4,97.3888763112218,52763,0,"T01","Sgroup2",33,-1197865617,2,3,1,0,54612,24557,9362
5,5,108.67104369481548,55134,0,"T02","Sgroup2",33,-1197865617,0,3,1,0,10922,26318,9362
5,5,151.35461474605688,52766,0,"T02","Sgroup2",33,-1197865617,1,3,1,0,32767,32978,9362
5,5,203.7280205267527,22878,0,"T02","Sgroup2",33,-1197865617,2,3,1,0,54612,41150,9362
3,4,-14.602671496490832,22897,0,"T01","Sgroup2",34,-1197865617,0,3,1,0,10922,2080,7709
3,4,26.111236887782052,55153,0,"T01","Sgroup2",34,-1197865617,1,3,1,0,32767,17775,7709
3,4,31.58252207380575,52785,0,"T01","Sgroup2",34,-1197865617,2,3,1,0,54612,19884,7709
5,5,13.697079465700702,22900,0,"T02","Sgroup2",34,-1197865617,0,3,1,0,10922,12990,7709
5,5,19.28911025582975,55156,0,"T02","Sgroup2",34,-1197865617,1,3,1,0,32767,15145,7709
5,5,28.54124217040223,52788,0,"T02","Sgroup2",34,-1197865617,2,3,1,0,54612,18712,7709
3,4,47.30209040827108,22899,0,"T01","Sgroup2",35,-1197865617,0,3,1,0,10922,1259,65535
3,4,174.15289412119841,52787,0,"T01","Sgroup2",35,-1197865617,1,3,1,0,32767,23135,65535
3,4,200.4377028148819,55155,0,"T01","Sgroup2",35,-1197865617,2,3,1,0,54612,27668,65535
5,5,193.04958116368576,22902,0,"T02","Sgroup2",35,-1197865617,0,3,1,0,10922,26394,65535
5,5,217.28926118783488,52790,0,"T02","Sgroup2",35,-1197865617,1,3,1,0,32767,30574,65535
5,5,226.30744849445327,55158,0,"T02","Sgroup2",35,-1197865617,2,3,1,0,54612,32130,65535
0,0,-151.80741076145196,22909,0,"Control","Sgroup1",36,2081445078,0,6,1,0,5461,21186,65535
0,0,-102.31680627877142,19512,0,"Control","Sgroup1",36,2081445078,1,6,1,0,16384,39205,65535
0,0,-99.63021658742737,3384,0,"Control","Sgroup1",36,2081445078,2,6,1,0,27306,40183,65535
0,0,-74.1528941211984,7288,0,"Control","Sgroup1",36,2081445078,3,6,1,0,38228,49458,65535
0,0,-71.27763942343974,55165,0,"Control","Sgroup1",36,2081445078,4,6,1,0,49151,50505,65535
0,0,-64.38004678892159,52797,0,"Control","Sgroup1",36,2081445078,5,6,1,0,60073,53016,65535
2,1,-170.78711040676177,7289,0,"T01","Sgroup1",36,11286501,0,3,1,0,10922,14276,65535
2,1,-119.8928382763565,19513,0,"T01","Sgroup1",36,11286501,1,3,1,0,32767,32806,65535
2,1,-74.79435514300808,3385,0,"T01","Sgroup1",36,11286501,2,3,1,0,54612,49225,65535
0,0,14.542298694438156,22911,0,"Control","Sgroup1",37,2081445078,0,6,1,0,5461,32590,26984
0,0,17.198701984755868,19514,0,"Control","Sgroup1",37,2081445078,1,6,1,0,16384,33614,26984
0,0,33.77858274847181,55167,0,"Control","Sgroup1",37,2081445078,2,6,1,0,27306,40006,26984
0,0,66.22896385178477,7290,0,"Control","Sgroup1",37,2081445078,3,6,1,0,38228,52515,26984
0,0,67.05908988000905,3386,0,"Control","Sgroup1",37,2081445078,4,6,1,0,49151,52835,26984
0,0,96.30216587427364,52799,0,"Control","Sgroup1",37,2081445078,5,6,1,0,60073,64108,26984
2,1,-60.67466606293864,7291,0,"T01","Sgroup1",37,11286501,0,3,1,0,10922,3594,26984
2,1,-21.930420345634293,19515,0,"T01","Sgroup1",37,11286501,1,3,1,0,32767,18530,26984
2,1,21.628556335370916,3387,0,"T01","Sgroup1",37,11286501,2,3,1,0,54612,35322,26984
4,2,-160.6067466606294,19516,0,"T02","Sgroup1",36,11286501,0,3,1,0,10922,17982,65535
4,2,-119.62116066711945,7292,0,"T02","Sgroup1",36,11286501,1,3,1,0,32767,32904,65535
4,2,-74.71134254018564,3388,0,"T02","Sgroup1",36,11286501,2,3,1,0,54612,49255,65535
1,3,-146.5625235831258,7293,0,"Control","Sgroup2",36,-571668846,0,6,1,0,5461,23096,65535
1,3,-118.34578522375669,19517,0,"Control","Sgroup2",36,-571668846,1,6,1,0,16384,33369,65535
1,3,-88.95177722436043,22904,0,"Control","Sgroup2",36,-571668846,2,6,1,0,27306,44070,65535
1,3,-86.5896913440495,3389,0,"Control","Sgroup2",36,-571668846,3,6,1,0,38228,44930,65535
1,3,-66.76477247000227,52792,0,"Control","Sgroup2",36,-571668846,4,6,1,0,49151,52148,65535
1,3,-61.05954267602445,55160,0,"Control","Sgroup2",36,-571668846,5,6,1,0,60073,54225,65535
4,2,-10.640706361784016,7294,0,"T02","Sgroup1",37,11286501,0,3,1,0,10922,22882,26984
4,2,8.74650969738133,3390,0,"T02","Sgroup1",37,11286501,1,3,1,0,32767,30356,26984
4,2,18.33069202324353,19518,0,"T02","Sgroup1",37,11286501,2,3,1,0,54612,34050,26984
1,3,-3.433703116745906,22906,0,"Control","Sgroup2",37,-571668846,0,6,1,0,5461,25660,26984
1,3,4.294015545996529,7295,0,"Control","Sgroup2",37,-571668846,1,6,1,0,16384,28639,26984
1,3,18.292959021960606,52794,0,"Control","Sgroup2",37,-571668846,2,6,1,0,27306,34036,26984
1,3,21.371971926647046,55162,0,"Control","Sgroup2",37,-571668846,3,6,1,0,38228,35223,26984
1,3,38.978190325258474,3391,0,"Control","Sgroup2",37,-571668846,4,6,1,0,49151,42010,26984
1,3,93.93253339370614,19519,0,"Control","Sgroup2",37,-571668846,5,6,1,0,60073,63195,26984
0,0,46.683269187231154,19600,0,"Control","Sgroup1",38,2081445078,0,6,1,0,5461,23669,10922
0,0,128.7978265791261,3472,0,"Control","Sgroup1",38,2081445078,1,6,1,0,16384,46091,10922
0,0,137.28775186778358,7376,0,"Control","Sgroup1",38,2081445078,2,6,1,0,27306,48409,10922
0,0,141.17425099992454,22997,0,"Control","Sgroup1",38,2081445078,3,6,1,0,38228,49471,10922
0,0,148.41898724624556,55253,0,"Control","Sgroup1",38,2081445078,4,6,1,0,49151,51449,10922
0,0,197.6303675194325,52885,0,"Control","Sgroup1",38,2081445078,5,6,1,0,60073,64886,10922
2,1,-27.779035544487208,7377,0,"T01","Sgroup1",38,11286501,0,3,1,0,10922,3337,10922
2,1,57.05229793977813,19601,0,"T01","Sgroup1",38,11286501,1,3,1,0,32767,26500,10922
2,1,81.66176137649988,3473,0,"T01","Sgroup1",38,11286501,2,3,1,0,54612,33220,10922
0,0,1943.5891630820315,19602,0,"Control","Sgroup1",39,2081445078,0,6,1,0,5461,41317,3854
0,0,2402.271526677232,22999,0,"Control","Sgroup1",39,2081445078,1,6,1,0,16384,50158,3854
0,0,2427.054561919855,55255,0,"Control","Sgroup1",39,2081445078,2,6,1,0,27306,50635,3854
0,0,2927.2223931098124,7378,0,"Control","Sgroup1",39,2081445078,3,6,1,0,38228,60276,3854
0,0,3030.2060904337127,3474,0,"Control","Sgroup1",39,2081445078,4,6,1,0,49151,62261,3854
0,0,3133.4973854198706,52887,0,"Control","Sgroup1",39,2081445078,5,6,1,0,60073,64252,3854
2,1,230.02792242094938,7379,0,"T01","Sgroup1",39,11286501,0,3,1,0,10922,8288,3854
2,1,2318.5872764319674,19603,0,"T01","Sgroup1",39,11286501,1,3,1,0,32767,48545,3854
2,1,2588.04618519357,3475,0,"T01","Sgroup1",39,11286501,2,3,1,0,54612,53738,3854
4,2,32.67677911101049,7380,0,"T02","Sgroup1",38,11286501,0,3,1,0,10922,19845,10922
4,2,46.83420119236284,19604,0,"T02","Sgroup1",38,11286501,1,3,1,0,32767,23710,10922
4,2,84.60493547656782,3476,0,"T02","Sgroup1",38,11286501,2,3,1,0,54612,34024,10922
1,3,74.86982114557392,22992,0,"Control","Sgroup2",38,-571668846,0,6,1,0,5461,31366,10922
1,3,76.97532261716097,7381,0,"Control","Sgroup2",38,-571668846,1,6,1,0,16384,31941,10922
1,3,80.23545392800543,52880,0,"Control","Sgroup2",38,-571668846,2,6,1,0,27306,32831,10922
1,3,105.58448418987246,3477,0,"Control","Sgroup2",38,-571668846,3,6,1,0,38228,39753,10922
1,3,114.64040449777374,55248,0,"Control","Sgroup2",38,-571668846,4,6,1,0,49151,42225,10922
1,3,116.41385555807109,19605,0,"Control","Sgroup2",38,-571668846,5,6,1,0,60073,42710,10922
4,2,1859.686061429326,19606,0,"T02","Sgroup1",39,11286501,0,3,1,0,10922,39699,3854
4,2,1991.0950116972306,3478,0,"T02","Sgroup1",39,11286501,1,3,1,0,32767,42232,3854
4,2,2002.7846954946795,7382,0,"T02","Sgroup1",39,11286501,2,3,1,0,54612,42458,3854
1,3,1593.479737378311,22994,0,"Control","Sgroup2",39,-571668846,0,6,1,0,5461,34568,3854
1,3,1669.383442759037,55250,0,"Control","Sgroup2",39,-571668846,1,6,1,0,16384,36031,3854
1,3,1799.3208059769074,3479,0,"Control","Sgroup2",39,-571668846,2,6,1,0,27306,38536,3854
1,3,1841.7779790204513,19607,0,"Control","Sgroup2",39,-571668846,3,6,1,0,38228,39354,3854
1,3,1846.7662817900537,52882,0,"Control","Sgroup2",39,-571668846,4,6,1,0,49151,39450,3854
1,3,1849.1962870726738,7383,0,"Control","Sgroup2",39,-571668846,5,6,1,0,60073,39497,3854
3,4,-200.60372802052675,22905,0,"T01","Sgroup2",36,-1197865617,0,3,1,0,10922,3420,65535
3,4,-62.45566372349257,55161,0,"T01","Sgroup2",36,-1197865617,1,3,1,0,32767,53717,65535
3,4,-58.49369858878575,52793,0,"T01","Sgroup2",36,-1197865617,2,3,1,0,54612,55160,65535
5,5,-178.00920685231304,22908,0,"T02","Sgroup2",36,-1197865617,0,3,1,0,10922,11647,65535
5,5,-45.77767715644102,52796,0,"T02","Sgroup2",36,-1197865617,1,3,1,0,32767,59789,65535
5,5,-35.355822202097954,55164,0,"T02","Sgroup2",36,-1197865617,2,3,1,0,54612,63584,65535
3,4,-56.908912534903024,22907,0,"T01","Sgroup2",37,-1197865617,0,3,1,0,10922,5046,26984
3,4,-9.787940532789978,52795,0,"T01","Sgroup2",37,-1197865617,1,3,1,0,32767,23211,26984
3,4,10.527507357935251,55163,0,"T01","Sgroup2",37,-1197865617,2,3,1,0,54612,31042,26984
5,5,9.403063919704174,55166,0,"T02","Sgroup2",37,-1197865617,0,3,1,0,10922,30609,26984
5,5,29.099690589389482,52798,0,"T02","Sgroup2",37,-1197865617,1,3,1,0,32767,38202,26984
5,5,31.42404346841748,22910,0,"T02","Sgroup2",37,-1197865617,2,3,1,0,54612,39098,26984
3,4,-33.43898573692552,22993,0,"T01","Sgroup2",38,-1197865617,0,3,1,0,10922,1791,10922
3,4,59.81435363368802,52881,0,"T01","Sgroup2",38,-1197865617,1,3,1,0,32767,27255,10922
3,4,83.14089502679043,55249,0,"T01","Sgroup2",38,-1197865617,2,3,1,0,54612,33624,10922
5,5,24.594370236208587,22996,0,"T02","Sgroup2",38,-1197865617,0,3,1,0,10922,17638,10922
5,5,82.52207380575051,55252,0,"T02","Sgroup2",38,-1197865617,1,3,1,0,32767,33455,10922
5,5,84.15213946117274,52884,0,"T02","Sgroup2",38,-1197865617,2,3,1,0,54612,33900,10922
3,4,-18.11184061580258,22995,0,"T01","Sgroup2",39,-1197865617,0,3,1,0,10922,3505,3854
3,4,1747.551128216738,55251,0,"T01","Sgroup2",39,-1197865617,1,3,1,0,32767,37538,3854
3,4,1904.5355067542073,52883,0,"T01","Sgroup2",39,-1197865617,2,3,1,0,54612,40564,3854
5,5,1351.2716021432345,52886,0,"T02","Sgroup2",39,-1197865617,0,3,1,0,10922,29900,3854
5,5,1461.014263074485,55254,0,"T02","Sgroup2",39,-1197865617,1,3,1,0,32767,32015,3854
5,5,1469.7003999698136,22998,0,"T02","Sgroup2",39,-1197865617,2,3,1,0,54612,32182,3854
0,0,-59.02196060674666,7384,0,"Control","Sgroup1",40,2081445078,0,6,1,0,5461,16173,61679
0,0,-55.097728473322775,52893,0,"Control","Sgroup1",40,2081445078,1,6,1,0,16384,19199,61679
0,0,-44.29854350615048,3480,0,"Control","Sgroup1",40,2081445078,2,6,1,0,27306,27525,61679
0,0,-29.129876990415816,23005,0,"Control","Sgroup1",40,2081445078,3,6,1,0,38228,39220,61679
0,0,-24.911327446985133,19608,0,"Control","Sgroup1",40,2081445078,4,6,1,0,49151,42472,61679
0,0,-19.968304278922343,55261,0,"Control","Sgroup1",40,2081445078,5,6,1,0,60073,46283,61679
2,1,-22.534148366161045,3481,0,"T01","Sgroup1",40,11286501,0,3,1,0,10922,44305,61679
2,1,-19.51550826352728,19609,0,"T01","Sgroup1",40,11286501,1,3,1,0,32767,46632,61679
2,1,2.437551882876764,7385,0,"T01","Sgroup1",40,11286501,2,3,1,0,54612,63558,61679
0,0,-3.0186401026337637,55263,0,"Control","Sgroup1",41,2081445078,0,6,1,0,5461,20578,23405
0,0,7.0938042411893445,19610,0,"Control","Sgroup1",41,2081445078,1,6,1,0,16384,30046,23405
0,0,21.243679722285112,23007,0,"Control","Sgroup1",41,2081445078,2,6,1,0,27306,43293,23405
0,0,30.2996000301864,52895,0,"Control","Sgroup1",41,2081445078,3,6,1,0,38228,51771,23405
0,0,36.94815485623727,3482,0,"Control","Sgroup1",41,2081445078,4,6,1,0,49151,57995,23405
0,0,41.996830427892235,7386,0,"Control","Sgroup1",41,2081445078,5,6,1,0,60073,62722,23405
2,1,8.293713681986265,7387,0,"T01","Sgroup1",41,11286501,0,3,1,0,10922,31169,23405
2,1,8.67859029507207,3483,0,"T01","Sgroup1",41,11286501,1,3,1,0,32767,31529,23405
2,1,15.470530525998038,19611,0,"T01","Sgroup1",41,11286501,2,3,1,0,54612,37888,23405
4,2,-60.855784469096676,19612,0,"T02","Sgroup1",40,11286501,0,3,1,0,10922,14759,61679
4,2,-41.55158101275375,7388,0,"T02","Sgroup1",40,11286501,1,3,1,0,32767,29643,61679
4,2,-28.760093577843183,3484,0,"T02","Sgroup1",40,11286501,2,3,1,0,54612,39505,61679
1,3,-69.23251075390536,7389,0,"Control","Sgroup2",40,-571668846,0,6,1,0,5461,8301,61679
1,3,-44.90227152667723,19613,0,"Control","Sgroup2",40,-571668846,1,6,1,0,16384,27059,61679
1,3,-41.59686061429326,23000,0,"Control","Sgroup2",40,-571668846,2,6,1,0,27306,29608,61679
1,3,-33.49935853897819,55256,0,"Control","Sgroup2",40,-571668846,3,6,1,0,38228,35851,61679
1,3,-18.443891027092295,3485,0,"Control","Sgroup2",40,-571668846,4,6,1,0,49151,47459,61679
1,3,-17.259074786808544,52888,0,"Control","Sgroup2",40,-571668846,5,6,1,0,60073,48372,61679
4,2,-10.421854954343068,19614,0,"T02","Sgroup1",41,11286501,0,3,1,0,10922,13648,23405
4,2,13.764998868009961,3486,0,"T02","Sgroup1",41,11286501,1,3,1,0,32767,36291,23405
4,2,25.198098256735342,7390,0,"T02","Sgroup1",41,11286501,2,3,1,0,54612,46995,23405
1,3,-13.312202852614895,55258,0,"Control","Sgroup2",41,-571668846,0,6,1,0,5461,10942,23405
1,3,0.905592030790129,52890,0,"Control","Sgroup2",41,-571668846,1,6,1,0,16384,24252,23405
1,3,7.622066259150253,19615,0,"Control","Sgroup2",41,-571668846,2,6,1,0,27306,30540,23405
1,3,11.780243000528262,7391,0,"Control","Sgroup2",41,-571668846,3,6,1,0,38228,34433,23405
1,3,15.244132518300505,23002,0,"Control","Sgroup2",41,-571668846,4,6,1,0,49151,37676,23405
1,3,25.28111085955777,3487,0,"Control","Sgroup2",41,-571668846,5,6,1,0,60073,47073,23405
0,0,18.187306618368424,55285,0,"Control","Sgroup1",42,2081445078,0,6,1,0,5461,31918,23405
0,0,21.43234472869972,3504,0,"Control","Sgroup1",42,2081445078,1,6,1,0,16384,33437,23405
0,0,57.05229793977813,19632,0,"Control","Sgroup1",42,2081445078,2,6,1,0,27306,50111,23405
0,0,74.08497471888914,52917,0,"Control","Sgroup1",42,2081445078,3,6,1,0,38228,58084,23405
0,0,82.60508640857293,23029,0,"Control","Sgroup1",42,2081445078,4,6,1,0,49151,62072,23405
0,0,88.89140442230776,7408,0,"Control","Sgroup1",42,2081445078,5,6,1,0,60073,65015,23405
2,1,-34.82001358388046,7409,0,"T01","Sgroup1",42,11286501,0,3,1,0,10922,7105,23405
2,1,2.9884537016074257,3505,0,"T01","Sgroup1",42,11286501,1,3,1,0,32767,24803,23405
2,1,11.319900384876613,19633,0,"T01","Sgroup1",42,11286501,2,3,1,0,54612,28703,23405
